case,id,gender,deg,yrdeg,field,startyr,year,rank,admin,salary
3387,306,M,PhD,70,Other,78,82,Assoc,0,2798
3388,306,M,PhD,70,Other,78,83,Assoc,0,3605
3389,306,M,PhD,70,Other,78,84,Full,0,3962
3390,306,M,PhD,70,Other,78,85,Full,0,3962
3391,306,M,PhD,70,Other,78,86,Full,0,4446
3392,306,M,PhD,70,Other,78,87,Full,0,4669
3393,306,M,PhD,70,Other,78,88,Full,0,5015
3394,306,M,PhD,70,Other,78,89,Full,0,5443
3395,306,M,PhD,70,Other,78,90,Full,0,6668
3396,306,M,PhD,70,Other,78,91,Full,0,6781
3397,306,M,PhD,70,Other,78,92,Full,0,6878
3398,306,M,PhD,70,Other,78,93,Full,0,7180
3399,306,M,PhD,70,Other,78,94,Full,0,7180
3400,306,M,PhD,70,Other,78,95,Full,0,7494
3401,307,F,PhD,86,Arts,88,88,Assist,0,2751
3402,307,F,PhD,86,Arts,88,89,Assist,0,3029
3403,307,F,PhD,86,Arts,88,90,Assist,0,3126
3404,307,F,PhD,86,Arts,88,91,Assist,0,3271
3405,307,F,PhD,86,Arts,88,92,Assist,0,3414
3406,307,F,PhD,86,Arts,88,93,Assist,0,3414
3407,307,F,PhD,86,Arts,88,94,Assist,0,3414
3408,307,F,PhD,86,Arts,88,95,Assoc,0,4416
3409,309,F,PhD,73,Other,75,76,Assist,0,1472
3410,309,F,PhD,73,Other,75,77,Assist,0,1608
3411,309,F,PhD,73,Other,75,78,Assist,0,1717
3412,309,F,PhD,73,Other,75,79,Assist,0,1959
3413,309,F,PhD,73,Other,75,80,Assist,0,2121
3414,309,F,PhD,73,Other,75,81,Assoc,0,2460
3415,309,F,PhD,73,Other,75,82,Assoc,0,2605
3416,309,F,PhD,73,Other,75,83,Assoc,0,2910
3417,309,F,PhD,73,Other,75,84,Assoc,0,3152
3418,309,F,PhD,73,Other,75,85,Assoc,0,3152
3419,309,F,PhD,73,Other,75,86,Full,0,4023
3420,309,F,PhD,73,Other,75,87,Full,0,4225
3421,309,F,PhD,73,Other,75,88,Full,0,4347
3422,309,F,PhD,73,Other,75,89,Full,0,5763
3423,309,F,PhD,73,Other,75,90,Full,0,5863
3424,309,F,PhD,73,Other,75,91,Full,0,6223
3425,309,F,PhD,73,Other,75,92,Full,0,6404
3426,309,F,PhD,73,Other,75,93,Full,0,6590
3427,309,F,PhD,73,Other,75,94,Full,0,6590
3428,309,F,PhD,73,Other,75,95,Full,0,6781
3429,310,F,PhD,82,Other,85,85,Assist,0,2848
3430,310,F,PhD,82,Other,85,86,Assist,0,2933
3431,310,F,PhD,82,Other,85,87,Assist,0,3082
3432,310,F,PhD,82,Other,85,88,Assist,0,3171
3433,310,F,PhD,82,Other,85,89,Assist,0,3441
3434,310,F,PhD,82,Other,85,90,Assist,0,3706
3435,310,F,PhD,82,Other,85,91,Assoc,0,4165
3436,310,F,PhD,82,Other,85,92,Assoc,0,4348
3437,310,F,PhD,82,Other,85,93,Assoc,0,4538
3438,310,F,PhD,82,Other,85,94,Assoc,0,4538
3439,310,F,PhD,82,Other,85,95,Assoc,0,4737
3440,312,F,PhD,81,Other,86,86,Assist,0,2980
3441,312,F,PhD,81,Other,86,87,Assist,0,3129
3442,312,F,PhD,81,Other,86,88,Assist,0,3361
3443,312,F,PhD,81,Other,86,89,Assoc,0,3863
3444,312,F,PhD,81,Other,86,90,Assoc,0,4160
3445,312,F,PhD,81,Other,86,91,Assoc,0,4480
3446,312,F,PhD,81,Other,86,92,Assoc,0,4743
3447,312,F,PhD,81,Other,86,93,Full,0,5242
3448,312,F,PhD,81,Other,86,94,Full,0,5242
3449,312,F,PhD,81,Other,86,95,Full,0,5551
3450,313,F,PhD,88,Other,95,95,Assist,0,3823
3451,314,M,PhD,93,Other,95,95,Assist,0,3878
3452,315,F,PhD,81,Arts,85,85,Assist,0,2445
3453,315,F,PhD,81,Arts,85,86,Assist,0,2546
3454,315,F,PhD,81,Arts,85,87,Assist,0,2674
3455,315,F,PhD,81,Arts,85,88,Assist,0,2998
3456,315,F,PhD,81,Arts,85,89,Assoc,0,3596
3457,315,F,PhD,81,Arts,85,90,Assoc,0,3818
3458,315,F,PhD,81,Arts,85,91,Assoc,0,4053
3459,315,F,PhD,81,Arts,85,92,Assoc,0,4231
3460,315,F,PhD,81,Arts,85,93,Assoc,1,4812
3461,315,F,PhD,81,Arts,85,94,Full,1,5095
3462,315,F,PhD,81,Arts,85,95,Full,1,7379
3463,316,M,PhD,75,Other,72,76,Assist,0,1839
3464,316,M,PhD,75,Other,72,77,Assist,0,2019
3465,316,M,PhD,75,Other,72,79,Assoc,0,2454
3466,316,M,PhD,75,Other,72,80,Assoc,0,2732
3467,316,M,PhD,75,Other,72,81,Assoc,0,3137
3468,316,M,PhD,75,Other,72,82,Assoc,0,3354.545
3469,316,M,PhD,75,Other,72,83,Assoc,0,3505
3470,316,M,PhD,75,Other,72,84,Assoc,0,3795
3471,316,M,PhD,75,Other,72,85,Assoc,0,3795
3472,316,M,PhD,75,Other,72,86,Assoc,0,3909
3473,316,M,PhD,75,Other,72,87,Assoc,0,4105
3474,316,M,PhD,75,Other,72,88,Assoc,0,4165
3475,316,M,PhD,75,Other,72,89,Assoc,0,4330
3476,316,M,PhD,75,Other,72,90,Assoc,0,4533
3477,316,M,PhD,75,Other,72,91,Assoc,0,4676
3478,316,M,PhD,75,Other,72,92,Assoc,0,4743
3479,316,M,PhD,75,Other,72,93,Assoc,0,4812
3480,316,M,PhD,75,Other,72,94,Assoc,0,4812
3481,316,M,PhD,75,Other,72,95,Assoc,0,4951
3482,317,M,PhD,95,Other,94,94,Assist,0,4445
3483,317,M,PhD,95,Other,94,95,Assist,0,4613
3484,318,M,PhD,80,Other,80,80,Assist,0,1875
3485,318,M,PhD,80,Other,80,81,Assist,0,2132
3486,318,M,PhD,80,Other,80,82,Assist,0,2290
3487,318,M,PhD,80,Other,80,83,Assist,0,2487
3488,318,M,PhD,80,Other,80,84,Assist,0,2732
3489,318,M,PhD,80,Other,80,85,Assist,1,2732
3490,318,M,PhD,80,Other,80,86,Assist,1,2980
3491,318,M,PhD,80,Other,80,87,Assoc,1,3266
3492,318,M,PhD,80,Other,80,88,Assoc,1,5015
3493,318,M,PhD,80,Other,80,89,Assoc,1,5215
3494,318,M,PhD,80,Other,80,90,Assoc,1,5305
3495,318,M,PhD,80,Other,80,91,Assoc,0,5712
3496,318,M,PhD,80,Other,80,92,Assoc,0,5712
3497,318,M,PhD,80,Other,80,93,Assoc,0,5794
3498,318,M,PhD,80,Other,80,94,Assoc,0,5794
3499,318,M,PhD,80,Other,80,95,Assoc,0,5962
3500,319,M,PhD,85,Other,88,88,Assist,0,3263
3501,319,M,PhD,85,Other,88,89,Assist,0,3392
3502,319,M,PhD,85,Other,88,90,Assist,0,3602
3503,319,M,PhD,85,Other,88,91,Assist,0,3878
3504,319,M,PhD,85,Other,88,92,Assist,0,4348
3505,319,M,PhD,85,Other,88,93,Assoc,0,4604
3506,319,M,PhD,85,Other,88,94,Assoc,0,4604
3507,319,M,PhD,85,Other,88,95,Assoc,0,4875
3508,320,M,PhD,67,Other,69,76,Assoc,0,1875
3509,320,M,PhD,67,Other,69,77,Assoc,0,2086.567
3510,320,M,PhD,67,Other,69,78,Full,0,2256
3511,320,M,PhD,67,Other,69,79,Full,0,2583
3512,320,M,PhD,67,Other,69,80,Full,0,2810.448
3513,320,M,PhD,67,Other,69,81,Full,0,3182
3514,320,M,PhD,67,Other,69,82,Full,0,3275
3515,320,M,PhD,67,Other,69,83,Full,0,3605
3516,320,M,PhD,67,Other,69,84,Full,0,3941.791
3517,320,M,PhD,67,Other,69,85,Full,0,3962
3518,320,M,PhD,67,Other,69,86,Full,0,4775
3519,320,M,PhD,67,Other,69,87,Full,0,5015
3520,320,M,PhD,67,Other,69,88,Full,0,5160
3521,320,M,PhD,67,Other,69,89,Full,0,5495.522
3522,320,M,PhD,67,Other,69,90,Full,0,5780
3523,320,M,PhD,67,Other,69,91,Full,0,6313
3524,320,M,PhD,67,Other,69,92,Full,0,6496
3525,320,M,PhD,67,Other,69,93,Full,0,6684
3526,320,M,PhD,67,Other,69,94,Full,0,6684
3527,320,M,PhD,67,Other,69,95,Full,0,6977
3528,321,M,PhD,89,Other,89,89,Assist,0,3208
3529,321,M,PhD,89,Other,89,90,Assist,0,3263
3530,321,M,PhD,89,Other,89,91,Assist,0,3414
3531,321,M,PhD,89,Other,89,92,Assist,0,3564
3532,321,M,PhD,89,Other,89,93,Assist,0,3720
3533,321,M,PhD,89,Other,89,94,Assist,0,3720
3534,321,M,PhD,89,Other,89,95,Assoc,0,4053
3535,322,F,PhD,88,Other,93,93,Assist,0,3934
3536,322,F,PhD,88,Other,93,94,Assist,0,3934
3537,322,F,PhD,88,Other,93,95,Assist,0,5048
3538,323,M,PhD,89,Other,94,94,Assist,0,3314
3539,323,M,PhD,89,Other,94,95,Assist,0,3509
3540,324,M,PhD,64,Arts,67,76,Assoc,1,2053
3541,324,M,PhD,64,Arts,67,77,Assoc,1,2296
3542,324,M,PhD,64,Arts,67,78,Assoc,1,2460
3543,324,M,PhD,64,Arts,67,79,Assoc,1,2715
3544,324,M,PhD,64,Arts,67,80,Assoc,1,3084
3545,324,M,PhD,64,Arts,67,81,Full,1,3667
3546,324,M,PhD,64,Arts,67,82,Full,1,4174
3547,324,M,PhD,64,Arts,67,83,Full,1,4404
3548,324,M,PhD,64,Arts,67,84,Full,1,4771
3549,324,M,PhD,64,Arts,67,85,Full,1,4771
3550,324,M,PhD,64,Arts,67,86,Full,1,5431
3551,324,M,PhD,64,Arts,67,87,Full,1,5703
3552,324,M,PhD,64,Arts,67,88,Full,1,6039
3553,324,M,PhD,64,Arts,67,89,Full,1,6649
3554,324,M,PhD,64,Arts,67,90,Full,1,7162
3555,324,M,PhD,64,Arts,67,91,Full,1,7602
3556,324,M,PhD,64,Arts,67,92,Full,1,7813
3557,324,M,PhD,64,Arts,67,93,Full,1,8039
3558,324,M,PhD,64,Arts,67,94,Full,1,8039
3559,324,M,PhD,64,Arts,67,95,Full,1,8392
3560,325,M,PhD,71,Other,75,76,Assist,0,1717
3561,325,M,PhD,71,Other,75,78,Assist,0,1791
3562,325,M,PhD,71,Other,75,80,Assoc,0,2290
3563,325,M,PhD,71,Other,75,81,Assoc,0,2532
3564,325,M,PhD,71,Other,75,82,Assoc,0,2758
3565,325,M,PhD,71,Other,75,83,Assoc,0,2939.394
3566,325,M,PhD,71,Other,75,84,Full,0,3197
3567,325,M,PhD,71,Other,75,85,Full,0,3197
3568,325,M,PhD,71,Other,75,86,Full,0,4081
3569,325,M,PhD,71,Other,75,87,Full,0,4285
3570,325,M,PhD,71,Other,75,88,Full,0,4473
3571,325,M,PhD,71,Other,75,89,Full,0,4786
3572,325,M,PhD,71,Other,75,90,Full,0,5617
3573,325,M,PhD,71,Other,75,91,Full,0,6404
3574,325,M,PhD,71,Other,75,92,Full,0,6781
3575,325,M,PhD,71,Other,75,93,Full,0,6977
3576,325,M,PhD,71,Other,75,94,Full,0,6977
3577,325,M,PhD,71,Other,75,95,Full,0,7180
3578,327,M,PhD,65,Other,67,76,Assoc,0,1839
3579,327,M,PhD,65,Other,67,77,Full,0,2216
3580,327,M,PhD,65,Other,67,78,Full,0,2325.373
3581,327,M,PhD,65,Other,67,79,Full,0,2583
3582,327,M,PhD,65,Other,67,80,Full,0,2732
3583,327,M,PhD,65,Other,67,81,Full,0,2962
3584,327,M,PhD,65,Other,67,82,Full,0,3005
3585,327,M,PhD,65,Other,67,83,Full,0,3262
3586,327,M,PhD,65,Other,67,84,Full,0,3534
3587,327,M,PhD,65,Other,67,85,Full,0,3534
3588,327,M,PhD,65,Other,67,86,Full,0,3640
3589,327,M,PhD,65,Other,67,87,Full,0,3822
3590,327,M,PhD,65,Other,67,88,Full,0,3990
3591,327,M,PhD,65,Other,67,89,Full,0,4520
3592,327,M,PhD,65,Other,67,90,Full,0,4731
3593,327,M,PhD,65,Other,67,91,Full,0,4951
3594,327,M,PhD,65,Other,67,92,Full,0,5022
3595,327,M,PhD,65,Other,67,93,Full,0,5168
3596,327,M,PhD,65,Other,67,94,Full,0,5168
3597,327,M,PhD,65,Other,67,95,Full,0,5318
3598,328,M,PhD,73,Arts,73,76,Assist,0,1502
3599,328,M,PhD,73,Arts,73,77,Assist,0,1644
3600,328,M,PhD,73,Arts,73,78,Assist,0,1717
3601,328,M,PhD,73,Arts,73,79,Assoc,0,2039
3602,328,M,PhD,73,Arts,73,80,Assoc,0,2150.746
3603,328,M,PhD,73,Arts,73,81,Assoc,0,2357
3604,328,M,PhD,73,Arts,73,82,Assoc,0,2391
3605,328,M,PhD,73,Arts,73,83,Assoc,0,2633
3606,328,M,PhD,73,Arts,73,84,Assoc,0,2935
3607,328,M,PhD,73,Arts,73,85,Assoc,1,2935
3608,328,M,PhD,73,Arts,73,86,Assoc,1,3246
3609,328,M,PhD,73,Arts,73,87,Assoc,1,3409
3610,328,M,PhD,73,Arts,73,88,Full,0,3877
3611,328,M,PhD,73,Arts,73,89,Full,0,4393
3612,328,M,PhD,73,Arts,73,90,Full,0,4468
3613,328,M,PhD,73,Arts,73,91,Full,0,4743
3614,328,M,PhD,73,Arts,73,92,Full,0,5168
3615,328,M,PhD,73,Arts,73,93,Full,0,5318
3616,328,M,PhD,73,Arts,73,94,Full,0,5318
3617,328,M,PhD,73,Arts,73,95,Full,0,5631
3618,329,M,PhD,63,Other,69,76,Full,0,2160
3619,329,M,PhD,63,Other,69,77,Full,0,2378
3620,329,M,PhD,63,Other,69,78,Full,0,2502
3621,329,M,PhD,63,Other,69,79,Full,0,2791.045
3622,329,M,PhD,63,Other,69,81,Full,0,3275
3623,329,M,PhD,63,Other,69,82,Full,0,3322
3624,329,M,PhD,63,Other,69,83,Full,0,3605
3625,329,M,PhD,63,Other,69,84,Full,1,3962
3626,329,M,PhD,63,Other,69,85,Full,1,3962
3627,329,M,PhD,63,Other,69,86,Full,1,4446
3628,329,M,PhD,63,Other,69,87,Full,1,4669
3629,329,M,PhD,63,Other,69,88,Full,1,4805
3630,329,M,PhD,63,Other,69,89,Full,0,5141
3631,329,M,PhD,63,Other,69,90,Full,0,5305
3632,329,M,PhD,63,Other,69,91,Full,0,5551
3633,329,M,PhD,63,Other,69,92,Full,0,5712
3634,329,M,PhD,63,Other,69,93,Full,0,5878
3635,329,M,PhD,63,Other,69,94,Full,0,5878
3636,329,M,PhD,63,Other,69,95,Full,0,6135
3637,330,M,PhD,89,Prof,89,89,Assist,0,4651
3638,330,M,PhD,89,Prof,89,90,Assist,0,4731
3639,330,M,PhD,89,Prof,89,91,Assist,0,5022
3640,330,M,PhD,89,Prof,89,92,Assist,0,5095
3641,330,M,PhD,89,Prof,89,93,Assist,0,5242
3642,330,M,PhD,89,Prof,89,94,Assist,0,5242
3643,330,M,PhD,89,Prof,89,95,Assist,0,5394
3644,331,M,PhD,68,Other,68,76,Assoc,0,1910
3645,331,M,PhD,68,Other,68,77,Assoc,0,2176
3646,331,M,PhD,68,Other,68,78,Full,0,2337
3647,331,M,PhD,68,Other,68,79,Full,0,2583
3648,331,M,PhD,68,Other,68,80,Full,0,2824
3649,331,M,PhD,68,Other,68,81,Full,0,3137
3650,331,M,PhD,68,Other,68,82,Full,0,3260.606
3651,331,M,PhD,68,Other,68,83,Full,0,3406
3652,331,M,PhD,68,Other,68,84,Full,0,3742
3653,331,M,PhD,68,Other,68,85,Full,0,3742
3654,331,M,PhD,68,Other,68,86,Full,0,4383
3655,331,M,PhD,68,Other,68,87,Full,0,4603
3656,331,M,PhD,68,Other,68,88,Full,0,4736
3657,331,M,PhD,68,Other,68,89,Full,0,5141
3658,331,M,PhD,68,Other,68,90,Full,0,5458
3659,331,M,PhD,68,Other,68,91,Full,0,6048
3660,331,M,PhD,68,Other,68,92,Full,0,6404
3661,331,M,PhD,68,Other,68,93,Full,0,6590
3662,331,M,PhD,68,Other,68,94,Full,0,6590
3663,331,M,PhD,68,Other,68,95,Full,0,6684
3664,332,M,PhD,75,Prof,83,83,Assoc,0,2865
3665,332,M,PhD,75,Prof,83,84,Assoc,0,3016
3666,332,M,PhD,75,Prof,83,85,Assoc,0,3016
3667,332,M,PhD,75,Prof,83,86,Assoc,0,3289
3668,332,M,PhD,75,Prof,83,87,Assoc,0,3455
3669,332,M,PhD,75,Prof,83,88,Assoc,0,3606
3670,332,M,PhD,75,Prof,83,89,Assoc,0,4330
3671,332,M,PhD,75,Prof,83,90,Assoc,0,4533
3672,332,M,PhD,75,Prof,83,91,Assoc,0,4881
3673,332,M,PhD,75,Prof,83,92,Assoc,0,5242
3674,332,M,PhD,75,Prof,83,93,Assoc,0,5472
3675,332,M,PhD,75,Prof,83,94,Assoc,0,5472
3676,332,M,PhD,75,Prof,83,95,Assoc,0,5794
3677,333,F,PhD,89,Other,92,92,Assist,0,3883
3678,333,F,PhD,89,Other,92,93,Assist,0,3883
3679,333,F,PhD,89,Other,92,94,Assist,0,3883
3680,333,F,PhD,89,Other,92,95,Assist,0,3996
3681,334,F,PhD,92,Other,92,92,Assist,0,7778
3682,334,F,PhD,92,Other,92,93,Assist,0,7778
3683,334,F,PhD,92,Other,92,94,Assist,0,7778
3684,334,F,PhD,92,Other,92,95,Assist,0,8432
3685,336,M,PhD,78,Other,81,81,Assist,0,2639
3686,336,M,PhD,78,Other,81,82,Assist,0,2794
3687,336,M,PhD,78,Other,81,83,Assist,0,3500
3688,336,M,PhD,78,Other,81,84,Assist,0,3737
3689,336,M,PhD,78,Other,81,85,Assist,0,3737
3690,336,M,PhD,78,Other,81,86,Assist,0,4134
3691,336,M,PhD,78,Other,81,87,Assoc,0,4470
3692,336,M,PhD,78,Other,81,88,Assoc,0,4573.585
3693,336,M,PhD,78,Other,81,89,Assoc,0,4920
3694,336,M,PhD,78,Other,81,90,Assoc,0,5298
3695,336,M,PhD,78,Other,81,91,Assoc,0,5624
3696,336,M,PhD,78,Other,81,92,Assoc,0,5787
3697,336,M,PhD,78,Other,81,93,Assoc,0,5956
3698,336,M,PhD,78,Other,81,94,Assoc,0,5955
3699,336,M,PhD,78,Other,81,95,Assoc,0,5955
3700,337,M,PhD,85,Other,88,88,Assist,0,3266
3701,337,M,PhD,85,Other,88,89,Assist,0,3545
3702,337,M,PhD,85,Other,88,90,Assist,0,3711
3703,337,M,PhD,85,Other,88,91,Assist,0,3883
3704,337,M,PhD,85,Other,88,92,Assist,0,3996
3705,337,M,PhD,85,Other,88,93,Assist,0,4112
3706,337,M,PhD,85,Other,88,94,Assoc,0,4231
3707,337,M,PhD,85,Other,88,95,Assoc,0,4544
3708,338,M,PhD,65,Other,64,76,Full,0,2410
3709,338,M,PhD,65,Other,64,77,Full,0,3202
3710,338,M,PhD,65,Other,64,78,Full,1,3340
3711,338,M,PhD,65,Other,64,79,Full,1,3755
3712,338,M,PhD,65,Other,64,80,Full,1,4062
3713,338,M,PhD,65,Other,64,81,Full,1,4548
3714,338,M,PhD,65,Other,64,82,Full,1,4817
3715,338,M,PhD,65,Other,64,83,Full,1,6797.015
3716,338,M,PhD,65,Other,64,84,Full,1,5746
3717,338,M,PhD,65,Other,64,85,Full,1,5746
3718,338,M,PhD,65,Other,64,86,Full,1,6356
3719,338,M,PhD,65,Other,64,87,Full,1,6675
3720,338,M,PhD,65,Other,64,88,Full,0,7067
3721,338,M,PhD,65,Other,64,89,Full,0,7525.373
3722,338,M,PhD,65,Other,64,90,Full,0,7915
3723,338,M,PhD,65,Other,64,91,Full,0,8283
3724,338,M,PhD,65,Other,64,92,Full,0,8523
3725,338,M,PhD,65,Other,64,93,Full,0,8770
3726,338,M,PhD,65,Other,64,94,Full,0,8770
3727,338,M,PhD,65,Other,64,95,Full,0,9025
3728,339,M,PhD,71,Other,79,79,Assoc,0,2250
3729,339,M,PhD,71,Other,79,80,Assoc,0,2418
3730,339,M,PhD,71,Other,79,81,Assoc,0,2667
3731,339,M,PhD,71,Other,79,82,Full,0,2917
3732,339,M,PhD,71,Other,79,83,Full,0,3077
3733,339,M,PhD,71,Other,79,84,Full,1,3844
3734,339,M,PhD,71,Other,79,85,Full,0,3479
3735,339,M,PhD,71,Other,79,86,Full,0,3961
3736,339,M,PhD,71,Other,79,87,Full,0,4160
3737,339,M,PhD,71,Other,79,88,Full,0,4343
3738,339,M,PhD,71,Other,79,89,Full,0,4645
3739,339,M,PhD,71,Other,79,90,Full,0,4863
3740,339,M,PhD,71,Other,79,91,Full,0,5834
3741,339,M,PhD,71,Other,79,92,Full,0,6216
3742,339,M,PhD,71,Other,79,93,Full,0,6488
3743,339,M,PhD,71,Other,79,94,Full,0,6488
3744,339,M,PhD,71,Other,79,95,Full,0,6772
3745,340,M,PhD,68,Prof,76,76,Assist,0,1588
3746,340,M,PhD,68,Prof,76,77,Assist,0,1732
3747,340,M,PhD,68,Prof,76,79,Assoc,0,2150
3748,340,M,PhD,68,Prof,76,80,Assoc,0,2344
3749,340,M,PhD,68,Prof,76,81,Assoc,0,2565
3750,340,M,PhD,68,Prof,76,82,Assoc,0,2676
3751,340,M,PhD,68,Prof,76,83,Assoc,0,2824
3752,340,M,PhD,68,Prof,76,84,Assoc,0,3059
3753,340,M,PhD,68,Prof,76,85,Assoc,0,3059
3754,340,M,PhD,68,Prof,76,86,Assoc,0,3433
3755,340,M,PhD,68,Prof,76,87,Assoc,0,3606
3756,340,M,PhD,68,Prof,76,88,Assoc,0,3606
3757,340,M,PhD,68,Prof,76,89,Assoc,0,3913
3758,340,M,PhD,68,Prof,76,90,Full,0,4155
3759,340,M,PhD,68,Prof,76,91,Full,0,4604
3760,340,M,PhD,68,Prof,76,92,Full,0,4945
3761,340,M,PhD,68,Prof,76,93,Full,0,5162
3762,340,M,PhD,68,Prof,76,94,Full,0,5162
3763,340,M,PhD,68,Prof,76,95,Full,0,5472
3764,341,M,PhD,77,Prof,77,77,Assist,0,1639.773
3765,341,M,PhD,77,Prof,77,78,Assist,0,1791
3766,341,M,PhD,77,Prof,77,79,Assist,0,2120
3767,341,M,PhD,77,Prof,77,80,Assist,0,2597
3768,341,M,PhD,77,Prof,77,81,Assoc,0,2962
3769,341,M,PhD,77,Prof,77,82,Assoc,0,3137
3770,341,M,PhD,77,Prof,77,83,Assoc,0,3872
3771,341,M,PhD,77,Prof,77,84,Assoc,0,4135
3772,341,M,PhD,77,Prof,77,85,Full,0,4256
3773,341,M,PhD,77,Prof,77,86,Full,0,5278
3774,341,M,PhD,77,Prof,77,87,Full,0,5543
3775,341,M,PhD,77,Prof,77,88,Full,0,5786
3776,341,M,PhD,77,Prof,77,89,Full,0,6370
3777,341,M,PhD,77,Prof,77,90,Full,0,7265
3778,341,M,PhD,77,Prof,77,91,Full,0,7823
3779,341,M,PhD,77,Prof,77,92,Full,0,8165
3780,341,M,PhD,77,Prof,77,93,Full,0,8523
3781,341,M,PhD,77,Prof,77,94,Full,0,8523
3782,341,M,PhD,77,Prof,77,95,Full,0,8896
3783,342,M,PhD,53,Other,91,91,Assist,0,3361.573
3784,342,M,PhD,53,Other,91,92,Assist,0,3362
3785,342,M,PhD,53,Other,91,93,Assist,0,3410
3786,342,M,PhD,53,Other,91,94,Assist,0,3410
3787,342,M,PhD,53,Other,91,95,Assist,0,3459
3788,344,M,PhD,71,Other,73,76,Assist,0,1570
3789,344,M,PhD,71,Other,73,77,Assist,0,1746
3790,344,M,PhD,71,Other,73,78,Assoc,0,1887
3791,344,M,PhD,71,Other,73,79,Assoc,0,2095
3792,344,M,PhD,71,Other,73,80,Assoc,0,2258
3793,344,M,PhD,71,Other,73,81,Assoc,0,2457
3794,344,M,PhD,71,Other,73,82,Assoc,0,2481.818
3795,344,M,PhD,71,Other,73,83,Assoc,0,2630
3796,344,M,PhD,71,Other,73,84,Assoc,0,2848
3797,344,M,PhD,71,Other,73,85,Full,0,2931
3798,344,M,PhD,71,Other,73,86,Full,0,3384
3799,344,M,PhD,71,Other,73,87,Full,0,3555
3800,344,M,PhD,71,Other,73,88,Full,0,3764
3801,344,M,PhD,71,Other,73,89,Full,1,4515
3802,344,M,PhD,71,Other,73,90,Full,0,4725
3803,344,M,PhD,71,Other,73,91,Full,0,5236
3804,344,M,PhD,71,Other,73,92,Full,0,5388
3805,344,M,PhD,71,Other,73,93,Full,0,5544
3806,344,M,PhD,71,Other,73,94,Full,0,5544
3807,344,M,PhD,71,Other,73,95,Full,0,5870
3808,346,M,PhD,83,Prof,91,91,Assist,0,2956
3809,346,M,PhD,83,Prof,91,92,Assist,0,3130
3810,346,M,PhD,83,Prof,91,93,Assist,0,3221
3811,346,M,PhD,83,Prof,91,94,Assist,0,3221
3812,346,M,PhD,83,Prof,91,95,Assist,0,3362
3813,347,M,PhD,86,Other,93,93,Assist,0,3559
3814,347,M,PhD,86,Other,93,94,Assist,0,3559
3815,347,M,PhD,86,Other,93,95,Assist,0,3769
3816,348,M,PhD,61,Prof,67,76,Full,0,2482
3817,348,M,PhD,61,Prof,67,77,Full,0,2757
3818,348,M,PhD,61,Prof,67,78,Full,0,2888
3819,348,M,PhD,61,Prof,67,79,Full,0,3267
3820,348,M,PhD,61,Prof,67,80,Full,0,3496
3821,348,M,PhD,61,Prof,67,81,Full,0,4057
3822,348,M,PhD,61,Prof,67,82,Full,0,4235
3823,348,M,PhD,61,Prof,67,83,Full,0,4598
3824,348,M,PhD,61,Prof,67,84,Full,0,4981
3825,348,M,PhD,61,Prof,67,85,Full,0,4981
3826,348,M,PhD,61,Prof,67,86,Full,0,6265
3827,348,M,PhD,61,Prof,67,87,Full,0,6580
3828,348,M,PhD,61,Prof,67,88,Full,0,6675
3829,348,M,PhD,61,Prof,67,89,Full,0,7349
3830,348,M,PhD,61,Prof,67,90,Full,0,8381
3831,348,M,PhD,61,Prof,67,91,Full,0,8896
3832,348,M,PhD,61,Prof,67,92,Full,1,9833
3833,348,M,PhD,61,Prof,67,93,Full,1,10118
3834,348,M,PhD,61,Prof,67,94,Full,1,10118
3835,348,M,PhD,61,Prof,67,95,Full,1,10411
3836,349,F,PhD,59,Other,71,76,Assoc,0,1773
3837,349,F,PhD,59,Other,71,77,Assoc,0,1980
3838,349,F,PhD,59,Other,71,78,Assoc,0,2097
3839,349,F,PhD,59,Other,71,79,Assoc,0,2369
3840,349,F,PhD,59,Other,71,80,Assoc,0,2597
3841,349,F,PhD,59,Other,71,81,Assoc,0,3322
3842,349,F,PhD,59,Other,71,82,Full,0,3417
3843,349,F,PhD,59,Other,71,84,Full,0,4018
3844,349,F,PhD,59,Other,71,85,Full,0,4018
3845,349,F,PhD,59,Other,71,86,Full,0,4844
3846,349,F,PhD,59,Other,71,87,Full,1,5087
3847,349,F,PhD,59,Other,71,88,Full,0,5387
3848,349,F,PhD,59,Other,71,89,Full,0,5846
3849,349,F,PhD,59,Other,71,90,Full,0,6208
3850,349,F,PhD,59,Other,71,91,Full,0,6590
3851,349,F,PhD,59,Other,71,92,Full,0,6878
3852,349,F,PhD,59,Other,71,93,Full,0,7283
3853,349,F,PhD,59,Other,71,94,Full,0,7283
3854,349,F,PhD,59,Other,71,95,Full,0,7602
3855,350,M,PhD,69,Prof,76,76,Assoc,0,1900
3856,350,M,PhD,69,Prof,76,77,Assoc,0,2058
3857,350,M,PhD,69,Prof,76,78,Assoc,0,2176
3858,350,M,PhD,69,Prof,76,79,Assoc,0,2454
3859,350,M,PhD,69,Prof,76,80,Full,0,2732
3860,350,M,PhD,69,Prof,76,81,Full,0,3182
3861,350,M,PhD,69,Prof,76,82,Full,0,3417
3862,350,M,PhD,69,Prof,76,83,Full,0,4101
3863,350,M,PhD,69,Prof,76,84,Full,0,4505
3864,350,M,PhD,69,Prof,76,85,Full,0,4505
